gameId,week,nflPlayId,nflPlayType,nflPlayDescription,side,playerName,teamId,position
2026001,0,63,PASS,(14:54) (Shotgun) K.Pickett pass short left to J.Sanders to CAR 31 for 6 yards (D.Taylor-Demerson).,def,BJ Ojulari,3800,OLB
2026001,0,63,PASS,(14:54) (Shotgun) K.Pickett pass short left to J.Sanders to CAR 31 for 6 yards (D.Taylor-Demerson).,def,Owen Pappoe,3800,ILB
2026001,0,63,PASS,(14:54) (Shotgun) K.Pickett pass short left to J.Sanders to CAR 31 for 6 yards (D.Taylor-Demerson).,def,Kei'Trel Clark,3800,CB
2026001,0,63,PASS,(14:54) (Shotgun) K.Pickett pass short left to J.Sanders to CAR 31 for 6 yards (D.Taylor-Demerson).,def,Eku Leota,3800,OLB
2026001,0,63,PASS,(14:54) (Shotgun) K.Pickett pass short left to J.Sanders to CAR 31 for 6 yards (D.Taylor-Demerson).,def,Elijah Jones,3800,CB
2026001,0,63,PASS,(14:54) (Shotgun) K.Pickett pass short left to J.Sanders to CAR 31 for 6 yards (D.Taylor-Demerson).,def,Dadrion Taylor-Demerson,3800,FS
2026001,0,63,PASS,(14:54) (Shotgun) K.Pickett pass short left to J.Sanders to CAR 31 for 6 yards (D.Taylor-Demerson).,def,Kalen King,3800,CB
2026001,0,63,PASS,(14:54) (Shotgun) K.Pickett pass short left to J.Sanders to CAR 31 for 6 yards (D.Taylor-Demerson).,def,Kitan Crawford,3800,FS
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,off,David Moore,0750,WR
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,off,Brady Christensen,0750,T
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,off,Stone Forsythe,0750,T
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,off,Kenny Pickett,0750,QB
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,off,John Metchie III,0750,WR
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,off,Chandler Zavala,0750,G
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,off,Brycen Tremayne,0750,WR
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,off,Ja'Tavion Sanders,0750,TE
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,off,Trevor Etienne,0750,RB
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,off,Sam Hecht,0750,C
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,off,Albert Reese,0750,T
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,def,Andrew Billings,3800,DT
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,def,Jonah Williams,3800,DE
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,def,Zachary Carter,3800,DT
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,def,BJ Ojulari,3800,OLB
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,def,Owen Pappoe,3800,ILB
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,def,Kei'Trel Clark,3800,CB
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,def,Eku Leota,3800,OLB
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,def,Elijah Jones,3800,CB
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,def,Dadrion Taylor-Demerson,3800,FS
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,def,Kalen King,3800,CB
2026001,0,88,PASS,(14:14) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 33 for 2 yards (K.King).,def,Kitan Crawford,3800,FS
2026001,0,113,SACK,(13:35) (Shotgun) K.Pickett sacked at CAR 28 for -5 yards (A.Billings).,off,David Moore,0750,WR
2026001,0,113,SACK,(13:35) (Shotgun) K.Pickett sacked at CAR 28 for -5 yards (A.Billings).,off,Brady Christensen,0750,T
2026001,0,113,SACK,(13:35) (Shotgun) K.Pickett sacked at CAR 28 for -5 yards (A.Billings).,off,Stone Forsythe,0750,T
2026001,0,113,SACK,(13:35) (Shotgun) K.Pickett sacked at CAR 28 for -5 yards (A.Billings).,off,Kenny Pickett,0750,QB
